id,ps_ind_01,ps_ind_03,ps_ind_15,ps_ind_02_cat,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_16_bin,ps_ind_17_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_04_cat,ps_car_07_cat,ps_car_12,ps_car_13,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_15_bin,ps_calc_16_bin,target
730,5,8,7,4,0,5,1,1,0,0,1,0.0,1.4,3.987,9,2,-1,0.5199,3.2535,2.6458,0.3,0.1,0.3,0,0,0
731,5,7,12,1,1,2,1,1,1,0,1,0.4,0.5,3.009,11,5,1,0.9776,0.9558,2.4495,0.0,0.7,0.8,1,1,0
732,3,1,13,4,0,2,0,0,0,0,0,0.4,0.1,2.453,1,1,0,1.0951,3.2383,2.8284,0.3,0.4,0.5,0,0,0
733,7,4,12,2,1,6,0,1,0,1,1,0.4,0.3,3.409,7,3,1,0.4301,0.7528,1.4142,0.2,0.4,0.8,0,0,0
734,6,5,1,4,0,5,0,0,1,0,0,0.1,0.9,3.849,3,2,0,1.2197,0.9648,2.4495,0.6,0.1,0.3,1,0,0
735,1,9,4,4,1,3,1,1,0,0,1,0.8,0.1,3.396,-1,7,1,1.186,2.6357,3.1623,0.8,0.7,0.1,0,0,0
736,5,7,10,1,1,4,0,0,0,0,0,0.8,1.2,2.604,9,3,0,1.0768,2.6669,1.7321,0.8,0.5,0.7,1,0,1
737,5,5,7,1,0,2,1,1,1,1,1,0.7,0.9,1.947,7,2,-1,1.1913,3.3534,3.3166,0.5,0.8,0.6,1,0,0
738,2,1,4,3,1,6,0,0,1,0,1,0.1,0.4,1.5,0,6,1,0.2167,3.0551,1.0,0.3,0.3,0.7,0,1,0
739,5,8,4,3,0,0,1,1,0,1,0,0.2,1.4,1.752,9,0,1,0.5102,3.2555,1.7321,0.5,0.8,0.0,1,0,0
740,7,5,1,1,1,4,1,1,1,0,1,0.3,1.2,0.641,11,4,1,0.299,1.0091,3.6056,0.3,0.1,0.3,1,0,0
741,6,0,4,2,0,0,1,0,1,1,1,0.8,1.0,1.051,11,8,1,1.2964,2.4343,1.4142,0.4,0.4,0.0,0,1,0
742,6,3,5,4,0,3,1,1,0,1,0,0.7,1.3,3.06,6,8,0,0.6391,0.9893,1.0,0.9,0.0,0.7,0,0,0
743,5,10,5,4,0,3,0,1,1,1,1,0.4,1.1,2.559,-1,1,0,1.2178,1.2852,2.2361,0.8,0.6,0.2,1,0,0
744,2,1,7,1,0,5,1,0,1,1,1,0.5,0.0,1.263,1,8,1,0.8364,3.0611,2.4495,0.3,0.3,0.1,1,0,0
745,6,4,3,3,0,6,0,1,1,1,1,0.7,1.0,2.055,0,7,0,1.1471,0.8353,2.4495,0.0,0.5,0.3,1,0,1
746,2,6,2,1,0,5,1,1,1,1,1,0.1,0.5,1.491,2,8,1,0.4684,1.2821,1.7321,0.2,0.3,0.1,0,1,0
747,4,1,12,2,1,6,0,1,1,1,1,0.4,1.4,0.957,4,1,1,0.3228,3.4533,2.0,0.7,0.4,0.3,1,0,0
748,2,1,5,1,0,0,0,0,1,0,1,0.0,1.2,0.425,2,8,1,0.3354,3.3617,2.0,0.0,0.2,0.2,1,0,0
749,2,11,3,3,1,3,1,1,0,1,0,0.8,1.1,2.125,5,4,1,1.0243,2.3992,2.2361,0.4,0.3,0.3,1,0,0
750,1,7,8,1,1,4,1,0,0,0,0,0.4,1.0,2.516,2,7,1,0.6724,0.9097,0.0,0.4,0.6,0.5,1,1,1
751,7,2,7,1,1,0,0,0,1,0,0,0.2,0.5,0.006,9,2,0,0.4993,0.5547,2.8284,0.5,0.3,0.3,0,0,0
752,1,2,8,1,0,4,1,0,1,0,0,0.9,1.2,0.152,6,3,1,0.9952,1.5641,2.6458,0.4,0.8,0.1,0,0,0
753,0,5,3,1,1,0,0,0,1,0,0,0.8,1.4,0.747,1,0,0,0.4864,3.4288,3.3166,0.1,0.6,0.0,1,0,0
754,7,8,10,1,0,4,0,0,1,1,1,0.5,0.7,3.0,9,8,1,1.1498,0.5911,3.1623,0.0,0.2,0.1,1,0,0
755,4,8,2,3,0,1,1,0,0,1,1,0.8,0.6,2.935,0,8,0,0.2894,2.3258,2.4495,0.3,0.9,0.1,0,0,0
756,3,2,11,4,1,6,0,1,0,0,0,0.2,1.7,1.67,1,2,1,0.5534,2.1664,1.4142,0.5,0.9,0.1,0,1,0
757,5,8,5,2,1,2,0,0,1,1,1,0.7,1.4,3.993,8,7,1,0.5168,1.4024,1.7321,0.8,0.4,0.9,1,0,0
758,3,10,5,4,0,4,0,0,1,1,0,0.7,0.1,2.023,0,8,1,1.2054,2.1265,2.8284,0.6,0.2,0.0,0,0,1
759,1,2,5,3,0,4,0,1,0,1,0,0.5,0.5,2.628,3,7,1,0.71,2.2915,2.2361,0.8,0.6,0.6,0,1,0
760,5,0,5,2,0,6,1,0,0,0,0,0.4,1.5,2.141,0,8,1,0.8767,3.0375,2.6458,0.2,0.5,0.4,1,0,0
761,1,11,9,1,1,2,0,0,0,0,0,0.3,1.4,3.725,0,2,0,1.1555,1.1471,3.0,0.2,0.8,0.1,1,0,0
762,4,6,6,4,1,2,1,0,1,1,0,0.6,0.3,0.514,1,7,0,1.003,2.721,2.2361,0.6,0.4,0.6,1,1,0
763,7,9,1,1,1,4,0,1,1,1,1,0.3,0.9,0.22,1,9,0,0.647,2.5113,2.0,0.1,0.7,0.0,0,1,0
764,7,3,7,2,0,0,1,1,1,0,0,0.1,0.3,2.2,2,7,1,0.6728,0.9645,3.4641,0.9,0.8,0.3,0,1,0
765,2,3,3,1,1,3,1,1,0,1,1,0.8,1.1,2.619,10,8,1,1.1884,2.3914,3.3166,0.7,0.6,0.1,1,0,0
766,6,2,1,4,1,2,1,0,1,0,0,0.7,0.2,3.352,4,9,1,1.0052,1.0143,3.1623,0.5,0.4,0.6,1,0,1
767,4,2,11,4,1,6,1,0,1,0,0,0.3,0.5,1.96,0,8,0,0.3039,2.0875,0.0,0.5,0.7,0.4,1,0,0
768,3,5,4,2,0,3,0,1,1,1,0,0.0,0.2,0.673,8,8,0,1.021,1.6844,3.6056,0.3,0.9,0.4,0,0,0
769,1,1,8,2,0,5,0,0,1,0,0,0.2,1.7,1.447,0,2,0,0.4028,1.6665,3.3166,0.3,0.3,0.1,0,0,0
770,3,10,2,3,1,5,0,1,0,0,1,0.5,0.3,3.124,0,6,0,1.087,1.6788,1.4142,0.3,0.7,0.5,1,1,0
771,5,6,4,3,0,1,0,1,1,1,1,0.6,0.9,1.15,7,4,0,0.8219,0.6059,3.0,0.4,0.6,0.4,1,1,0
772,7,10,5,2,0,4,1,1,1,0,1,0.4,0.3,3.435,3,9,1,0.951,3.0829,2.6458,0.3,0.3,0.9,1,0,0
773,0,6,1,2,1,4,1,0,0,0,0,0.8,0.2,0.48,11,1,1,0.8793,2.8746,2.6458,0.5,0.1,0.2,1,0,0
774,5,3,13,1,0,3,1,0,1,1,0,0.2,0.0,1.697,0,4,0,0.5593,2.5582,1.4142,0.3,0.4,0.6,0,1,0
775,6,6,4,2,1,1,1,0,0,1,1,0.8,0.1,2.847,3,7,1,1.1868,1.7861,3.0,0.9,0.5,0.3,1,1,0
776,7,1,8,3,1,-1,0,1,1,0,1,0.6,1.0,1.426,11,8,0,1.2693,2.5623,3.3166,0.3,0.3,0.1,1,1,0
777,3,9,7,3,0,-1,1,0,0,0,0,0.7,0.9,2.653,8,4,0,0.9323,2.41,3.6056,0.2,0.4,0.3,0,1,0
778,0,8,6,4,0,6,1,1,0,1,0,0.5,0.5,3.935,8,7,0,0.4417,2.1294,2.2361,0.6,0.5,0.1,0,1,1
779,2,1,8,3,-1,0,1,1,0,0,0,0.9,1.7,0.172,0,2,-1,0.5844,1.5841,2.8284,0.1,0.6,0.1,1,1,0
780,6,6,7,4,0,0,0,0,0,1,1,0.1,0.8,0.131,2,9,0,0.223,0.9047,3.0,0.7,0.6,0.7,0,1,0
781,7,6,1,3,0,0,1,1,0,0,0,0.4,1.5,2.408,7,5,0,0.698,2.6276,1.0,0.9,0.8,0.3,1,0,0
782,5,2,9,2,0,1,1,0,1,1,0,0.2,0.9,3.809,1,2,1,1.1125,2.4383,0.0,0.4,0.0,0.6,1,0,0
783,0,1,1,-1,1,1,0,1,0,0,0,0.2,0.4,1.962,8,1,0,0.918,3.4827,2.4495,0.3,0.5,0.5,1,1,0
784,0,9,6,3,0,4,1,0,0,1,1,0.7,0.3,1.861,3,3,0,0.51,2.7363,1.4142,0.6,0.3,0.0,1,1,1
785,3,3,5,2,0,0,0,1,1,0,0,0.5,0.3,0.904,5,2,1,0.2136,2.9421,2.6458,0.2,0.0,0.1,1,1,0
786,4,6,6,4,0,4,1,1,1,0,0,0.1,1.2,1.461,8,3,0,0.527,2.7833,1.7321,0.2,0.5,0.6,1,0,0
787,0,2,1,1,1,2,1,0,1,0,0,0.8,1.3,0.018,0,8,0,0.2748,1.5377,3.6056,0.9,0.3,0.2,0,0,0
788,5,7,9,1,1,2,0,1,1,1,0,0.1,0.3,2.098,11,7,0,1.0188,3.1546,3.1623,0.4,0.8,0.5,1,1,0
789,4,0,5,2,0,3,0,1,1,0,0,0.6,1.8,3.263,10,5,0,1.2266,0.5806,3.0,0.2,0.1,0.7,0,0,0
790,0,4,0,1,0,0,0,0,0,1,1,0.6,1.6,3.123,3,5,1,0.4541,0.6698,1.0,0.2,0.1,0.3,1,1,0
791,0,6,0,1,0,3,1,0,1,1,1,0.7,0.4,1.762,3,7,1,0.5568,2.4741,2.0,0.7,0.9,0.0,0,0,0
792,3,5,7,2,1,3,1,0,0,0,1,0.6,0.6,1.749,9,1,0,0.8914,2.2923,3.4641,0.7,0.2,0.7,0,0,0
793,5,7,9,1,1,5,0,0,1,1,1,0.3,1.7,2.71,8,0,-1,0.321,3.4395,2.6458,0.1,0.1,0.8,0,0,0
794,6,2,7,1,0,1,1,0,1,1,0,0.2,1.8,3.742,9,3,0,0.978,0.5456,2.8284,0.5,0.1,0.3,1,0,0
795,3,5,10,3,1,0,0,1,1,0,1,0.5,0.7,2.968,6,6,1,0.7738,0.7022,2.2361,0.9,0.2,0.7,0,1,0
796,2,9,10,2,0,0,1,1,0,0,0,0.0,1.5,1.995,8,8,0,1.2799,2.8732,1.0,0.6,0.9,0.5,1,0,1
797,7,4,12,4,1,6,1,1,1,0,1,0.5,1.7,3.642,11,9,0,0.3116,3.4079,1.7321,0.7,0.1,0.6,0,1,0
798,3,1,13,1,1,2,0,0,1,1,1,0.2,1.6,3.95,6,6,1,0.2838,2.6104,3.3166,0.5,0.7,0.7,1,0,1
799,2,10,12,3,0,1,1,1,1,1,0,0.6,1.2,2.867,4,4,1,0.347,1.3411,3.6056,0.1,0.2,0.2,0,1,1
800,3,9,11,3,1,0,1,0,0,0,1,0.4,0.8,3.615,11,6,-1,0.7563,1.8325,2.4495,0.1,0.2,0.6,1,0,0
801,0,8,6,3,1,1,1,0,1,1,1,0.7,0.9,3.763,10,2,0,0.8431,2.7505,3.1623,0.6,0.2,0.0,0,0,1
802,2,9,7,3,1,3,0,1,0,0,1,0.5,1.3,2.281,7,1,1,0.6744,0.6189,2.0,0.7,0.4,0.0,1,0,0
803,4,9,8,1,1,6,1,1,0,0,0,0.4,0.5,1.176,4,6,1,0.8604,2.921,2.6458,0.8,0.0,0.5,1,1,0
804,7,8,2,4,0,5,1,0,0,0,0,0.6,1.3,2.932,6,4,1,1.1037,1.0191,2.8284,0.7,0.3,0.9,0,1,0
805,5,6,9,2,0,5,0,1,0,0,1,0.2,0.9,0.663,8,2,0,1.1613,2.6159,0.0,0.9,0.3,0.4,0,1,0
806,6,0,8,3,0,0,0,1,0,0,1,0.8,1.0,1.336,7,8,-1,0.3739,3.4459,0.0,0.3,0.3,0.1,0,0,0
807,4,7,7,2,1,4,1,1,1,0,0,0.1,1.5,1.593,5,8,-1,0.6609,1.3006,3.1623,0.6,0.5,0.3,0,1,0
808,0,3,11,2,1,3,0,1,1,1,1,0.3,1.7,3.39,9,8,0,0.3111,0.8526,3.0,0.0,0.3,0.1,0,1,1
809,3,9,9,3,1,1,0,1,1,0,1,0.1,0.5,1.735,7,6,0,0.5771,0.919,0.0,0.2,0.3,0.9,0,1,0
810,7,5,13,4,0,3,0,1,1,1,1,0.5,1.4,2.49,1,9,0,0.9448,1.0501,3.4641,0.1,0.3,0.3,0,1,0
811,0,10,13,4,0,4,1,1,1,1,0,0.3,1.1,3.458,1,0,0,0.742,0.9332,3.6056,0.3,0.2,0.8,1,1,0
812,7,7,11,3,0,0,0,1,0,0,0,0.1,0.5,0.544,9,8,0,0.2877,2.9233,3.0,0.4,0.2,0.6,0,1,0
813,5,6,4,3,0,6,0,1,1,0,0,0.6,1.2,2.707,6,0,1,0.3968,1.6629,1.4142,0.3,0.2,0.6,1,0,0
814,2,11,2,3,0,5,1,0,0,0,0,0.9,1.2,2.703,10,2,0,0.8857,1.056,2.2361,0.6,0.2,0.6,0,0,0
815,6,5,4,4,0,6,1,1,1,1,1,0.1,1.5,2.201,5,5,1,0.3945,1.1932,1.0,0.0,0.6,0.4,1,1,1
816,6,4,9,1,0,-1,0,1,1,1,0,0.2,0.7,3.627,4,4,1,1.0093,2.7298,0.0,0.8,0.2,0.4,1,0,0
817,0,4,12,4,0,0,0,1,0,1,1,0.2,1.5,2.118,3,0,-1,1.0987,0.9199,0.0,0.8,0.9,0.2,0,1,0
818,0,10,12,3,1,6,1,1,0,1,1,0.6,0.4,0.631,0,6,1,0.545,1.3198,2.4495,0.9,0.6,0.1,1,1,0
819,5,9,9,3,0,6,1,1,1,0,1,0.3,0.8,2.685,7,4,1,1.1279,2.6978,0.0,0.8,0.9,0.2,0,1,0
820,7,1,9,3,1,4,1,0,0,0,0,0.7,1.1,1.668,9,2,1,0.4627,1.984,2.4495,0.9,0.3,0.4,0,1,0
821,0,5,13,4,0,1,0,0,1,1,0,0.4,1.1,3.965,8,0,1,1.1391,3.2256,3.3166,0.4,0.5,0.8,0,1,0
822,5,4,9,3,1,2,0,1,1,1,1,0.0,0.1,3.254,10,7,0,0.8196,1.9425,2.8284,0.8,0.9,0.7,1,1,0
823,1,7,1,1,0,5,0,0,0,1,1,0.2,0.6,0.548,9,6,0,0.3169,2.0319,2.8284,0.2,0.8,0.2,0,1,0
824,5,0,7,4,0,-1,1,1,0,0,0,0.3,0.6,1.493,6,6,0,1.188,0.9989,3.1623,0.4,0.1,0.3,1,0,0
825,4,8,5,-1,1,4,0,0,0,0,0,0.6,1.7,0.629,1,7,0,0.6402,3.4377,2.8284,0.1,0.4,0.3,0,0,0
826,0,8,8,4,1,2,1,1,0,0,1,0.6,1.7,3.618,8,5,0,0.2021,1.9834,1.4142,0.6,0.2,0.8,0,0,0
827,5,2,8,4,1,5,0,0,0,0,0,0.6,0.7,0.122,7,0,1,0.6178,1.0826,2.2361,0.8,0.7,0.7,0,0,0
828,7,1,4,-1,1,1,1,0,0,0,0,0.1,1.4,1.613,9,9,0,0.6743,2.3367,3.1623,0.6,0.4,0.2,1,1,0
829,6,7,4,1,1,0,0,1,0,1,1,0.3,1.0,0.824,6,4,1,0.9478,2.4574,0.0,0.4,0.8,0.2,1,1,0
830,0,3,1,3,1,2,0,0,0,1,1,0.6,0.7,1.814,3,7,0,0.5679,1.4991,1.0,0.9,0.7,0.8,1,1,0
831,1,11,4,4,1,3,0,0,0,1,1,0.6,1.4,3.169,2,2,0,1.0504,1.0033,2.8284,0.2,0.4,0.3,1,0,0
832,1,9,11,4,1,4,1,0,0,0,1,0.5,1.7,0.094,1,0,1,1.2913,1.1602,3.4641,0.9,0.3,0.7,1,1,0
833,3,11,9,3,0,4,1,1,0,0,0,0.4,0.6,1.052,4,4,0,0.486,1.0644,0.0,0.1,0.9,0.8,0,1,1
834,1,6,13,4,1,5,1,1,0,0,1,0.0,0.3,3.347,10,0,1,0.216,0.5149,3.0,0.3,0.6,0.6,1,1,0
835,6,11,12,4,1,1,0,0,1,1,0,0.5,1.7,1.171,2,2,1,1.0858,2.7615,3.0,0.1,0.6,0.9,0,0,0
836,6,0,11,1,0,4,1,1,0,1,0,0.2,1.3,1.238,3,8,1,0.6715,0.699,3.4641,0.5,0.2,0.0,0,0,1
837,6,3,2,4,0,-1,0,1,1,0,0,0.3,0.4,1.133,2,4,1,0.8047,2.3224,2.8284,0.4,0.5,0.4,0,0,0
838,1,0,4,3,1,6,1,0,1,0,0,0.5,0.0,2.73,5,3,0,0.8707,0.7152,2.4495,0.7,0.5,0.4,0,0,0
839,0,8,0,3,1,3,0,0,1,0,1,0.4,1.2,3.542,1,0,0,0.612,0.7873,2.8284,0.6,0.1,0.3,1,0,0
840,7,6,1,1,1,6,0,1,0,0,1,0.4,1.1,1.502,10,2,0,1.1644,0.5303,3.0,0.7,0.1,0.2,1,1,0
841,2,3,3,4,1,6,0,1,0,0,1,0.4,0.4,3.888,10,8,0,1.1075,0.5548,1.7321,0.2,0.5,0.3,0,0,0
842,5,3,3,2,1,1,0,0,1,0,1,0.7,1.2,0.612,3,5,0,1.1242,3.1876,3.3166,0.3,0.7,0.7,0,1,0
843,7,7,0,2,1,0,1,1,0,0,0,0.4,0.3,3.486,1,4,0,0.6182,0.7876,1.0,0.1,0.3,0.6,0,0,1
844,0,2,11,2,1,6,1,0,0,0,1,0.6,0.7,1.417,4,6,0,1.0706,2.3432,1.4142,0.2,0.5,0.4,0,0,1
845,0,6,7,4,0,3,1,0,1,1,1,0.1,0.6,0.677,0,9,0,0.9283,1.5286,2.6458,0.2,0.3,0.3,0,1,0
846,0,7,9,2,0,-1,1,0,0,1,0,0.5,1.6,2.716,0,5,1,0.3371,2.7742,3.3166,0.4,0.5,0.7,1,1,0
847,1,2,9,1,0,4,1,1,1,1,1,0.1,0.5,1.008,5,2,0,0.5655,0.7889,3.3166,0.5,0.8,0.6,1,1,0
848,0,2,13,1,1,6,0,0,0,1,1,0.7,0.5,0.559,0,7,0,0.647,0.514,3.3166,0.5,0.7,0.7,1,0,0
849,6,4,2,4,0,4,0,1,1,0,0,0.0,1.4,1.96,5,1,1,1.1009,3.0295,3.3166,0.2,0.8,0.9,0,1,0
850,4,7,4,1,0,1,0,1,1,0,1,0.7,0.0,0.707,7,4,0,0.6238,2.4367,3.4641,0.6,0.2,0.5,1,0,0
851,7,3,4,4,1,2,0,0,0,1,0,0.5,1.3,2.086,4,2,1,0.814,2.4895,0.0,0.7,0.5,0.6,1,0,0
852,6,4,7,1,1,1,0,0,0,0,1,0.6,0.1,3.739,11,8,0,1.1675,3.4658,1.7321,0.6,0.0,0.2,0,0,0
853,7,6,7,4,1,3,1,1,0,1,0,0.2,0.1,0.016,8,7,0,1.086,3.0113,0.0,0.2,0.0,0.9,1,1,0
854,1,2,11,3,0,2,0,1,0,1,0,0.5,0.9,1.468,1,6,0,0.5476,1.2902,0.0,0.3,0.2,0.0,0,1,1
855,2,6,7,1,1,2,1,0,1,0,1,0.8,1.7,2.467,11,6,1,0.4145,3.046,2.8284,0.3,0.0,0.1,1,1,0
856,6,1,3,4,0,1,0,0,1,1,1,0.2,0.3,1.955,10,4,0,1.0895,2.482,1.7321,0.1,0.2,0.4,0,0,0
857,1,1,7,2,1,0,1,0,0,0,0,0.0,0.5,2.36,2,1,1,0.5666,3.204,3.6056,0.7,0.5,0.2,0,1,0
858,0,2,13,4,1,5,0,0,0,0,1,0.7,1.2,0.094,1,7,0,0.8211,3.078,3.0,0.9,0.7,0.2,1,0,0
859,5,3,8,3,0,5,1,0,0,1,0,0.6,1.6,2.135,5,5,0,0.4177,1.3514,2.6458,0.1,0.0,0.8,0,0,1
860,6,0,8,2,1,0,0,0,1,1,1,0.1,0.9,2.641,10,0,1,0.677,2.9368,1.4142,0.3,0.1,0.1,1,1,0
861,7,11,2,1,1,1,1,0,1,1,0,0.3,0.9,2.394,7,9,1,0.5685,1.9575,2.6458,0.7,0.1,0.6,0,1,0
862,7,3,0,2,0,3,0,1,0,1,1,0.4,0.6,0.17,10,9,1,0.3975,0.9389,2.4495,0.2,0.8,0.6,0,0,0
863,0,9,2,1,1,4,1,0,1,1,1,0.0,0.7,0.42,10,9,1,0.9698,2.8763,3.6056,0.4,0.2,0.9,0,0,0
864,6,10,0,4,0,6,1,1,1,0,0,0.3,0.3,2.754,-1,3,0,0.9666,1.9083,2.2361,0.0,0.8,0.3,1,0,0
865,6,9,6,1,1,4,0,0,0,0,0,0.1,0.2,0.581,8,1,0,0.2502,1.9659,2.6458,0.9,0.7,0.0,0,1,0
866,5,9,12,1,0,4,0,0,1,1,1,0.9,1.3,1.239,4,0,0,0.9503,2.5249,2.6458,0.3,0.3,0.7,1,1,0
867,6,1,6,1,1,5,1,0,1,0,0,0.9,0.9,1.781,11,7,1,0.9926,0.518,0.0,0.5,0.6,0.5,1,1,0
868,6,4,9,4,0,4,1,0,0,1,1,0.5,1.4,1.762,2,3,0,1.0322,3.346,0.0,0.2,0.6,0.6,0,1,0
869,3,8,11,4,1,6,0,0,1,1,0,0.4,1.2,0.221,7,8,1,0.401,1.2965,2.4495,0.2,0.7,0.1,1,1,0
870,0,6,10,3,0,6,0,1,0,0,1,0.9,0.0,1.806,11,7,1,0.6562,2.5377,3.0,0.5,0.2,0.1,0,1,0
871,3,0,9,1,0,3,1,0,0,0,0,0.6,0.9,1.687,9,8,0,0.7234,0.8596,2.6458,0.5,0.2,0.4,0,0,0
872,1,6,10,3,1,0,1,0,1,1,0,0.1,1.0,1.126,3,1,0,0.2094,2.9673,3.1623,0.7,0.3,0.0,1,1,0
873,0,9,3,4,1,6,0,1,0,0,1,0.2,0.2,2.07,11,7,0,0.8296,0.868,3.0,0.4,0.6,0.9,0,0,0
874,0,9,5,1,0,2,1,1,0,1,1,0.6,1.7,2.922,6,3,1,0.2638,0.7469,0.0,0.1,0.6,0.8,0,1,0
875,5,4,5,4,0,1,1,1,1,1,0,0.9,1.4,3.969,9,1,1,0.859,2.7655,3.4641,0.5,0.2,0.1,1,0,0
876,4,2,11,1,0,0,0,0,0,0,0,0.3,1.6,3.876,5,2,1,1.2912,0.8449,3.4641,0.6,0.3,0.3,0,1,0
877,4,3,5,4,0,5,1,1,1,1,0,0.1,1.1,2.751,7,6,1,0.3932,1.5307,3.1623,0.0,0.7,0.9,1,0,0
878,5,3,13,3,1,1,1,0,0,1,0,0.7,1.5,0.942,6,0,0,0.4473,0.8408,2.6458,0.5,0.4,0.4,0,1,0
879,4,4,2,4,0,6,0,1,0,1,0,0.2,0.3,3.318,7,1,1,1.2708,1.0359,0.0,0.6,0.5,0.4,1,1,0
880,5,3,2,2,0,1,0,1,0,0,0,0.1,1.5,1.334,8,1,1,0.3279,1.3511,3.3166,0.4,0.7,0.6,1,0,0
881,0,5,10,4,0,0,0,1,0,1,1,0.6,1.7,0.769,10,8,0,0.6177,1.2894,2.4495,0.7,0.2,0.0,1,1,0
882,6,0,10,4,0,4,0,0,1,0,1,0.5,0.0,1.302,4,4,0,0.7291,3.3871,2.8284,0.2,0.2,0.9,0,1,0
883,3,3,9,2,1,-1,1,1,0,1,0,0.4,1.2,0.225,7,2,0,0.7677,2.0788,2.6458,0.1,0.4,0.4,1,1,0
884,1,3,4,3,0,1,0,0,0,1,0,0.0,0.2,1.581,10,0,1,1.0653,1.5599,3.1623,0.8,0.1,0.0,1,1,0
885,6,1,0,2,0,0,1,0,1,1,0,0.0,1.2,3.205,9,0,1,0.5309,2.9042,1.7321,0.2,0.5,0.2,0,1,0
886,5,10,4,2,0,4,0,1,1,1,1,0.4,1.6,0.031,2,8,1,0.3936,1.041,2.6458,0.4,0.6,0.3,1,0,0
887,0,8,6,4,0,1,0,0,0,0,1,0.5,0.3,0.0,3,2,0,0.596,2.3575,2.4495,0.5,0.5,0.4,0,0,0
888,1,10,5,1,1,5,0,0,0,0,1,0.8,0.9,0.704,10,1,0,0.4185,2.8447,3.1623,0.4,0.8,0.6,1,1,0
889,0,6,12,1,0,1,0,1,0,0,0,0.5,0.2,0.785,11,9,1,0.8456,2.4468,2.8284,0.3,0.2,0.4,0,0,0
890,2,1,12,2,1,2,1,0,1,1,1,0.4,1.2,2.576,6,1,1,0.9937,2.8544,1.4142,0.5,0.3,0.2,1,1,0
891,0,10,10,4,1,3,1,0,1,1,1,0.2,0.2,0.641,4,2,1,0.7225,2.9778,1.7321,0.7,0.1,0.5,0,1,0
892,5,5,0,1,0,3,0,0,1,0,1,0.1,1.7,1.593,11,3,1,1.2314,2.4159,1.0,0.3,0.1,0.3,0,0,0
893,4,8,1,2,0,5,0,0,1,0,0,0.6,0.6,2.552,1,7,0,0.5257,0.9518,2.8284,0.4,0.5,0.3,1,0,0
894,7,4,6,3,1,0,1,1,0,0,0,0.3,0.3,0.971,10,6,0,0.7287,2.7729,3.3166,0.5,0.1,0.1,0,1,0
895,5,5,8,2,1,1,1,1,1,0,0,0.1,1.7,0.679,11,6,1,0.3659,3.342,1.7321,0.1,0.4,0.1,1,1,0
896,4,5,9,3,1,-1,0,1,1,0,0,0.4,1.2,3.549,9,7,0,0.339,2.9149,3.0,0.6,0.2,0.1,0,1,0
897,4,3,4,3,1,5,1,1,0,0,0,0.7,0.9,0.877,4,5,0,0.2216,2.1409,1.0,0.6,0.6,0.3,1,1,0
898,0,6,1,4,-1,2,0,1,0,1,0,0.1,1.4,3.572,4,1,0,1.0584,1.3915,1.0,0.3,0.4,0.6,1,1,0
899,0,8,4,4,1,0,1,0,1,1,1,0.1,1.6,3.788,4,1,0,0.8633,0.5525,2.6458,0.4,0.4,0.7,0,0,0
900,4,0,11,2,1,-1,0,1,0,0,1,0.5,1.5,3.711,2,1,0,1.186,1.8232,2.4495,0.5,0.8,0.6,1,1,0
901,0,1,13,2,0,4,0,0,1,0,0,0.5,0.6,1.929,3,1,1,0.361,2.8291,1.0,0.1,0.6,0.4,0,0,0
902,0,10,13,-1,1,3,1,1,0,0,1,0.1,0.7,2.885,10,2,0,0.9696,1.9046,1.7321,0.0,0.3,0.3,0,0,0
903,1,6,8,2,0,2,0,0,1,1,0,0.5,0.9,0.987,7,4,1,0.6687,1.3017,3.0,0.2,0.7,0.5,0,0,0
904,7,11,1,4,1,4,1,0,0,1,0,0.6,1.1,0.257,1,8,0,1.1936,2.9692,2.4495,0.9,0.6,0.2,1,1,0
905,3,7,13,3,0,2,0,0,1,1,1,0.1,0.5,2.079,2,4,0,0.3671,2.7523,3.1623,0.5,0.7,0.3,0,1,0
906,5,7,2,3,0,2,1,1,0,1,1,0.7,0.2,0.408,0,4,0,0.9601,2.7937,1.7321,0.5,0.7,0.4,1,0,0
907,3,10,3,2,1,5,0,0,1,1,0,0.1,0.8,3.116,9,2,1,1.1245,3.4812,2.8284,0.2,0.2,0.4,1,0,0
908,1,7,13,3,0,2,1,1,0,0,1,0.7,1.5,2.027,10,7,1,0.5946,2.9644,3.3166,0.0,0.8,0.9,1,0,0
909,2,3,7,3,1,6,1,0,0,1,0,0.2,0.5,0.255,7,9,1,0.5031,2.745,2.0,0.5,0.3,0.5,0,0,0
910,0,6,2,3,1,3,1,0,0,1,1,0.2,0.7,2.879,9,8,0,1.2725,0.699,3.4641,0.0,0.7,0.6,0,1,0
911,6,2,7,4,0,3,0,1,0,0,0,0.6,0.5,1.944,3,9,0,0.9298,3.3179,3.6056,0.9,0.9,0.7,0,0,0
912,1,4,1,4,1,4,0,1,1,0,0,0.6,1.1,1.851,11,6,1,0.8762,2.0398,3.1623,0.7,0.5,0.8,0,0,0
913,3,8,4,1,0,4,1,0,1,1,1,0.2,1.7,2.252,10,5,1,0.8078,3.0867,2.0,0.7,0.6,0.7,1,1,0
