ps_ind_02_cat,ps_ind_04_cat,ps_ind_05_cat,ps_car_01_cat,ps_car_04_cat,ps_car_07_cat,ps_ind_01,ps_ind_03,ps_ind_15,ps_ind_06_bin,ps_ind_07_bin,ps_ind_16_bin,ps_ind_17_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_12,ps_car_13,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_15_bin,ps_calc_16_bin,target
1,1,2,7,5,1,4,11,3,1,1,0,0,0.1,1.0,1.576,0.5112,0.6487,2.2361,0.1,0.8,1,0,No claim
2,1,3,3,5,1,1,10,13,0,1,0,0,0.5,0.2,2.069,1.2125,2.2884,0.0,0.7,0.3,0,0,No claim
4,1,2,4,9,0,2,2,5,0,1,0,1,0.7,0.7,2.96,0.6897,0.9334,0.0,0.6,0.5,1,1,No claim
4,0,3,4,8,0,0,9,13,1,1,0,0,0.9,0.1,3.22,0.8286,1.9206,1.0,0.5,0.2,0,0,No claim
-1,0,0,5,0,1,3,8,2,1,0,1,0,0.3,0.6,0.866,1.0793,3.1676,3.0,0.8,0.3,1,1,No claim
2,0,4,4,8,1,6,0,6,0,1,0,1,0.1,0.9,3.91,1.2173,2.635,3.0,0.6,0.7,0,0,Claim
1,1,2,7,0,1,1,10,3,0,1,0,0,0.7,1.3,0.853,0.9196,2.5049,3.4641,0.3,0.7,0,1,No claim
3,0,4,-1,2,0,6,7,10,1,1,1,0,0.8,0.9,0.551,0.9225,1.236,1.0,0.4,0.1,0,1,Claim
1,0,5,3,4,0,1,8,8,1,0,1,1,0.6,1.6,3.577,0.567,1.2215,3.0,0.8,0.3,0,1,No claim
2,0,4,11,3,1,1,9,10,1,1,0,0,0.3,1.6,1.781,0.7616,1.3699,1.4142,0.9,0.3,1,1,No claim
3,0,2,9,9,0,5,2,13,1,0,1,0,0.5,0.5,0.195,1.1013,1.3209,3.4641,0.6,0.3,1,1,Claim
3,1,1,11,1,0,6,5,10,0,0,0,0,0.0,0.8,2.372,0.809,0.5062,3.6056,0.2,0.6,1,0,No claim
4,1,1,5,3,1,0,1,2,0,1,0,0,0.9,1.7,1.752,0.7935,2.663,2.0,0.2,0.4,0,1,No claim
2,0,0,10,2,1,0,9,7,0,1,1,1,0.2,0.1,2.397,0.2954,1.8704,3.4641,0.2,0.7,0,1,No claim
2,1,2,0,5,1,3,3,6,1,1,0,1,0.6,1.5,3.967,0.5853,0.9751,3.4641,0.8,0.7,0,0,No claim
2,1,0,2,4,1,3,6,4,0,1,1,1,0.1,1.5,0.441,1.2435,1.6983,2.8284,0.1,0.6,1,1,No claim
4,0,5,8,6,1,7,6,11,0,1,1,0,0.7,1.6,0.947,0.6865,1.3562,1.7321,0.4,0.3,1,0,Claim
3,1,6,2,8,0,2,8,12,1,0,0,0,0.4,1.2,3.346,1.1935,1.8608,3.3166,0.7,0.0,0,0,No claim
1,0,3,3,4,0,1,10,5,0,0,1,1,0.3,0.9,0.546,0.7197,2.1163,2.4495,0.6,0.1,1,0,No claim
4,1,4,2,2,1,7,4,9,1,1,0,0,0.5,1.1,3.895,0.6339,3.0959,3.3166,0.8,0.8,0,0,No claim
2,1,6,8,9,1,1,2,13,0,1,1,1,0.7,0.3,1.314,0.813,2.63,2.8284,0.4,0.3,1,1,No claim
2,0,6,9,5,0,0,5,0,1,0,0,1,0.8,0.3,2.521,0.882,0.7363,2.0,0.0,0.8,0,1,No claim
1,0,0,0,6,0,3,7,5,0,1,0,0,0.3,1.4,0.784,0.9856,1.2922,2.4495,0.0,0.6,1,1,No claim
4,1,0,2,5,0,3,9,10,0,1,1,1,0.6,1.0,1.266,0.5042,1.1376,3.3166,0.9,0.2,1,1,No claim
1,1,2,7,2,1,4,9,6,0,0,0,0,0.3,1.7,2.219,0.3266,1.7962,1.0,0.7,0.9,0,0,No claim
4,1,1,10,7,-1,7,4,11,1,0,1,0,0.4,0.5,3.859,0.7234,1.9506,3.6056,0.3,0.7,0,1,No claim
1,0,5,6,7,1,7,1,6,1,0,0,1,0.3,0.1,0.834,0.2345,1.4238,2.6458,0.1,0.5,1,0,No claim
2,1,1,0,5,1,5,0,5,1,0,0,1,0.1,1.3,0.142,1.0355,0.7246,1.4142,0.2,0.8,0,0,No claim
4,0,3,11,0,0,0,11,11,1,1,0,0,0.5,0.3,3.361,0.6689,1.2015,1.7321,0.6,0.3,0,0,No claim
3,1,0,9,5,0,7,2,2,1,1,1,0,0.8,1.0,2.814,0.9453,3.2292,2.8284,0.8,0.7,1,1,Claim
3,0,4,8,7,0,1,7,2,1,0,0,1,0.8,0.2,0.462,0.2098,1.1585,3.6056,0.4,0.7,0,0,No claim
1,1,5,10,4,0,4,9,1,0,1,0,0,0.8,0.7,0.084,1.1153,2.0445,2.4495,0.3,0.3,0,0,No claim
4,1,4,7,0,1,6,9,7,0,0,0,1,0.7,1.0,3.284,1.2006,3.3002,1.7321,0.8,0.9,1,1,No claim
3,0,0,10,5,0,2,0,8,1,0,1,0,0.7,1.8,1.915,0.3627,0.5107,1.4142,0.2,0.4,1,1,No claim
4,1,2,9,3,0,3,4,11,0,0,0,0,0.2,1.2,3.411,0.7988,2.7348,3.0,0.9,0.6,0,1,No claim
3,-1,0,2,5,1,1,8,8,0,1,1,1,0.8,1.2,3.601,0.4879,2.177,3.4641,0.3,0.8,1,0,No claim
1,0,5,10,1,1,5,7,8,1,1,0,1,0.5,1.3,0.148,1.0955,1.2453,3.0,0.6,0.8,1,1,No claim
2,1,6,5,4,1,3,6,3,1,0,0,1,0.5,1.7,1.695,1.0251,1.394,3.6056,0.7,0.7,0,0,No claim
3,1,4,11,6,1,0,3,13,1,1,0,1,0.6,0.3,0.787,1.2481,0.6719,2.2361,0.7,0.6,0,0,No claim
2,1,1,0,3,0,6,5,12,0,1,1,1,0.1,0.0,3.045,0.5322,3.4358,1.0,0.4,0.7,0,0,No claim
4,1,4,10,7,1,4,3,13,1,0,1,1,0.3,0.0,3.571,1.284,1.6152,3.3166,0.2,0.2,0,0,Claim
4,1,5,2,2,1,1,6,4,1,1,0,1,0.8,1.3,0.593,0.6749,2.8478,0.0,0.0,0.1,1,0,No claim
4,1,5,10,4,0,1,9,2,0,0,1,1,0.9,1.0,1.385,0.8053,2.6299,2.6458,0.9,0.1,1,1,No claim
1,0,6,11,8,-1,4,0,13,0,1,1,1,0.8,0.3,0.793,0.7519,3.1806,2.2361,0.3,0.2,1,1,No claim
4,0,4,-1,1,1,1,7,9,1,1,0,0,0.8,1.2,3.287,0.526,3.3576,2.2361,0.6,0.1,1,0,No claim
3,0,6,9,8,1,5,2,8,0,0,1,1,0.9,0.8,3.685,0.7592,0.9254,1.7321,0.5,0.3,0,1,No claim
4,0,2,3,2,1,0,6,2,0,1,0,1,0.8,1.3,2.555,0.6548,2.1969,1.4142,0.3,0.5,1,1,No claim
1,1,2,5,1,-1,7,11,9,1,1,0,1,0.6,1.1,1.851,1.0332,0.8022,1.0,0.0,0.0,1,1,No claim
3,1,-1,6,7,0,0,2,0,0,0,0,0,0.7,0.1,0.826,1.2108,1.9942,3.1623,0.6,0.2,1,1,Claim
3,0,5,1,6,1,7,3,1,1,1,1,0,0.6,0.9,0.441,1.0346,1.0849,0.0,0.6,0.6,0,1,No claim
2,0,0,10,3,1,0,11,0,1,1,0,1,0.4,0.5,2.363,0.7192,1.9115,2.8284,0.5,0.3,1,1,No claim
4,1,1,7,3,0,4,2,10,1,0,0,1,0.9,1.6,0.136,0.9774,2.4037,2.8284,0.6,0.2,0,0,No claim
1,1,5,11,6,1,0,7,0,1,0,0,1,0.6,0.8,3.209,0.6618,3.3163,1.7321,0.1,0.9,0,0,No claim
2,0,1,6,6,0,0,2,5,1,1,0,1,0.5,0.3,2.641,0.5573,3.083,1.4142,0.3,0.1,1,1,No claim
4,1,2,0,0,1,5,3,1,0,1,0,1,0.5,1.2,2.599,0.8896,2.3505,3.1623,0.8,0.9,0,0,No claim
3,1,4,4,5,1,5,5,8,0,1,1,1,0.7,0.5,2.173,0.2686,1.0475,3.1623,0.9,0.4,1,0,No claim
1,1,1,2,4,0,0,4,0,1,1,0,0,0.5,1.7,2.467,0.3831,0.794,0.0,0.1,0.0,0,1,No claim
1,1,0,4,9,-1,7,10,0,1,0,0,0,0.1,0.1,3.67,0.8179,1.5918,0.0,0.2,0.3,0,1,No claim
3,0,3,6,2,1,2,11,5,1,1,0,1,0.2,0.2,2.232,0.6488,1.9925,3.1623,0.7,0.8,1,1,No claim
4,1,0,1,4,1,2,6,9,1,1,0,0,0.5,1.8,1.108,0.4017,1.997,1.4142,0.2,0.8,1,1,No claim
1,0,2,7,5,0,2,6,1,0,1,0,0,0.1,1.7,2.891,1.2322,2.4875,2.4495,0.8,0.1,0,0,Claim
1,1,-1,4,8,1,3,0,6,0,1,0,1,0.8,0.1,1.343,1.2968,2.8138,3.0,0.2,0.7,1,0,No claim
1,1,6,4,6,0,1,10,10,1,0,0,0,0.4,0.5,1.067,1.0946,0.723,1.4142,0.2,0.6,0,1,No claim
2,1,0,2,1,1,0,2,4,1,1,0,0,0.3,1.5,0.311,0.4787,3.3813,1.7321,0.5,0.8,1,0,No claim
3,1,3,0,9,1,2,4,13,0,1,0,1,0.8,0.9,1.334,0.4526,1.539,2.2361,0.4,0.8,1,1,Claim
4,1,0,7,1,1,5,10,2,1,0,1,1,0.3,1.5,2.072,0.9179,2.4434,1.0,0.6,0.4,1,0,No claim
2,1,5,5,4,0,6,8,8,1,0,0,0,0.5,1.2,0.319,0.601,1.6416,2.6458,0.3,0.9,1,0,No claim
3,0,0,7,8,0,2,7,6,0,1,1,0,0.3,1.4,3.905,0.5323,2.8977,3.6056,0.4,0.5,0,1,No claim
4,0,5,3,5,1,2,0,0,0,0,1,1,0.9,0.6,2.423,1.037,1.0526,2.4495,0.5,0.4,1,0,No claim
1,0,0,4,1,0,6,6,13,1,1,1,0,0.6,1.8,3.065,1.1459,1.9986,2.6458,0.4,0.7,0,1,No claim
4,1,0,11,1,0,5,6,9,0,1,1,1,0.9,0.7,0.316,0.2744,2.1265,2.6458,0.7,0.7,1,0,No claim
1,1,6,-1,9,0,6,3,3,1,0,1,0,0.9,0.1,1.624,0.6248,0.9282,1.0,0.2,0.8,0,0,No claim
3,0,1,6,6,1,7,8,0,0,1,0,0,0.2,1.4,1.549,1.1306,2.8007,1.7321,0.3,0.9,0,0,No claim
4,1,3,1,7,0,6,11,9,1,0,1,1,0.7,0.4,2.685,1.0065,1.4589,2.2361,0.8,0.7,1,0,No claim
4,0,3,1,5,0,7,3,7,1,0,0,1,0.4,0.2,1.888,1.2363,3.3719,0.0,0.2,0.3,0,1,No claim
3,1,6,1,0,1,3,3,13,1,1,1,0,0.4,1.4,2.993,1.0518,2.2669,1.0,0.2,0.6,0,0,No claim
1,0,2,6,7,0,2,10,10,0,0,1,1,0.1,1.1,2.777,0.4609,0.526,2.2361,0.2,0.8,1,1,No claim
2,0,4,1,9,1,1,0,6,1,1,1,1,0.6,0.4,1.636,0.3581,2.5436,3.1623,0.6,0.6,0,0,No claim
1,0,0,7,2,0,5,9,3,0,0,0,0,0.1,0.6,0.563,1.1677,3.3174,2.2361,0.9,0.6,0,1,Claim
1,0,3,11,4,1,6,5,6,1,1,1,1,0.6,1.2,2.056,0.9493,0.8517,2.2361,0.4,0.3,1,1,Claim
3,0,2,11,7,1,1,7,0,0,0,0,1,0.1,0.1,3.399,0.6445,2.2998,3.6056,0.4,0.8,1,1,No claim
1,0,4,0,1,1,7,3,1,1,1,0,1,0.4,1.6,0.378,0.9761,0.7358,3.1623,0.6,0.1,0,0,No claim
3,0,6,8,1,1,1,7,4,1,0,1,1,0.8,0.9,2.678,0.511,2.5287,2.6458,0.1,0.8,0,1,No claim
2,0,0,1,8,1,4,1,5,1,1,0,1,0.7,0.9,1.751,0.2889,2.1703,3.3166,0.9,0.3,1,0,No claim
3,0,2,3,3,-1,1,2,13,0,0,0,0,0.4,0.2,1.52,1.0185,3.247,2.6458,0.1,0.7,1,1,No claim
4,1,4,8,7,1,4,0,6,0,0,1,0,0.6,0.1,3.714,0.6086,1.8884,2.4495,0.1,0.4,1,1,No claim
2,0,1,5,2,1,2,4,0,1,1,1,0,0.6,1.2,1.999,0.3349,2.1699,2.2361,0.7,0.9,1,1,No claim
2,0,0,9,1,0,4,5,10,1,1,1,1,0.0,1.2,2.816,0.333,2.3798,3.3166,0.8,0.5,0,1,No claim
2,-1,3,11,1,-1,1,6,2,0,1,1,1,0.5,1.3,1.199,0.7677,2.2413,2.8284,0.3,0.7,1,0,Claim
2,0,3,7,9,1,0,7,1,1,0,0,1,0.4,0.5,3.715,1.1812,0.8816,3.3166,0.0,0.6,1,0,No claim
2,0,2,0,8,0,0,3,4,1,1,0,1,0.3,0.8,2.365,0.8041,1.6153,2.8284,0.7,0.7,1,1,Claim
-1,1,6,7,7,-1,6,3,5,1,1,1,1,0.2,1.6,2.48,0.5029,1.8655,2.4495,0.5,0.4,1,1,No claim
1,1,1,9,8,1,0,11,0,1,0,1,1,0.0,0.6,3.693,0.2427,0.745,3.1623,0.1,0.4,1,0,No claim
3,1,0,9,2,0,2,5,12,1,1,0,0,0.4,1.7,2.414,0.2432,1.6562,0.0,0.0,0.1,1,0,No claim
2,0,2,2,5,1,5,6,0,1,1,1,1,0.6,0.1,0.856,0.7528,2.1582,1.0,0.8,0.3,1,0,No claim
1,1,4,-1,6,0,2,10,13,1,1,0,0,0.6,1.4,3.279,0.9295,2.7969,3.1623,0.2,0.5,0,1,No claim
1,0,0,6,7,1,0,7,5,0,1,0,1,0.4,1.6,0.883,0.6586,0.7882,1.4142,0.3,0.8,0,0,No claim
2,1,0,2,7,0,1,7,6,1,1,1,1,0.6,1.1,2.222,0.6329,0.7298,2.0,0.2,0.0,1,1,Claim
1,0,1,11,1,1,0,3,2,0,1,1,0,0.3,1.4,3.886,1.1792,1.5466,3.1623,0.2,0.2,1,0,No claim
3,0,2,1,3,1,6,8,5,0,1,1,0,0.2,1.4,2.878,0.6465,2.3744,3.6056,0.8,0.4,0,0,No claim
3,0,1,0,1,1,4,3,6,0,1,0,0,0.0,1.3,3.914,1.1322,3.1564,3.3166,0.6,0.3,0,1,No claim
2,1,5,6,3,0,4,8,1,0,1,0,0,0.8,1.2,2.564,0.8047,3.2205,2.6458,0.1,0.4,0,1,No claim
1,1,5,1,3,0,3,2,12,1,0,1,1,0.2,1.1,3.283,0.2748,2.9287,1.7321,0.2,0.3,0,1,No claim
2,0,2,8,6,-1,6,1,2,0,0,1,0,0.8,1.5,0.318,1.0116,1.5801,3.4641,0.8,0.1,1,0,No claim
3,1,4,11,6,0,0,10,10,0,1,0,0,0.1,1.0,2.31,1.2109,2.052,1.4142,0.3,0.7,0,0,No claim
1,0,2,4,0,1,0,3,4,0,1,1,0,0.3,1.0,3.682,1.199,1.4912,2.8284,0.2,0.3,1,0,Claim
4,0,5,4,8,1,3,8,2,1,1,0,1,0.1,1.3,1.522,0.5186,1.9714,3.0,0.9,0.1,0,1,No claim
1,1,0,4,4,0,4,10,5,1,0,1,0,0.9,1.7,1.196,0.7828,2.9039,3.0,0.5,0.4,1,0,No claim
2,1,2,8,8,1,4,8,5,1,1,0,0,0.7,0.6,0.013,0.9748,1.9279,3.3166,0.2,0.4,0,0,No claim
3,0,6,0,6,0,1,8,5,0,1,0,0,0.2,1.6,3.941,1.1328,1.2502,1.4142,0.5,0.7,1,1,No claim
1,0,-1,4,6,0,4,2,12,1,1,1,0,0.3,1.5,0.393,1.1075,2.2333,3.3166,0.2,0.1,1,0,No claim
1,1,2,0,8,0,6,0,13,1,1,1,1,0.2,1.6,0.126,1.1167,0.9638,3.4641,0.8,0.3,0,0,No claim
3,1,1,6,8,-1,3,2,6,1,1,1,0,0.9,1.7,2.614,0.3615,2.8125,2.6458,0.6,0.3,1,1,No claim
4,1,4,11,0,1,2,7,0,1,0,0,1,0.5,0.9,1.663,0.9996,0.8702,1.4142,0.4,0.6,0,0,No claim
-1,0,4,6,6,0,2,0,6,0,0,1,1,0.2,1.3,3.249,0.9394,1.1961,3.0,0.3,0.1,0,0,Claim
2,1,6,1,4,0,3,0,8,1,1,0,1,0.8,0.6,0.268,1.1057,3.1085,1.0,0.0,0.6,0,1,Claim
4,0,5,11,3,1,5,11,4,1,1,1,0,0.6,0.3,3.994,1.2087,3.4183,3.4641,0.9,0.5,0,1,No claim
3,0,0,4,9,1,5,5,6,0,0,0,1,0.7,0.0,3.859,0.2937,3.4954,3.6056,0.5,0.0,1,0,No claim
2,0,2,7,5,1,6,7,5,1,1,1,0,0.4,1.7,3.073,0.7663,2.39,0.0,0.2,0.5,0,1,Claim
1,0,6,0,4,0,7,6,8,0,1,1,0,0.2,0.6,1.292,0.6603,0.8839,1.0,0.8,0.7,0,0,Claim
4,0,3,10,0,0,0,4,1,1,0,1,1,0.1,1.1,1.695,0.51,2.5226,3.1623,0.1,0.4,0,0,No claim
1,0,1,8,7,0,6,7,8,0,1,1,0,0.0,1.8,0.427,1.189,0.9668,2.8284,0.4,0.3,0,1,No claim
3,1,4,9,9,1,2,2,10,1,1,1,0,0.2,0.1,2.245,1.121,0.8013,3.4641,0.1,0.1,1,1,No claim
1,0,1,2,9,0,1,8,13,1,0,1,1,0.1,0.7,0.724,0.3079,1.3244,3.0,0.8,0.0,0,0,No claim
1,1,1,8,7,1,1,4,3,1,0,0,0,0.0,1.8,2.103,1.1025,3.4648,3.1623,0.1,0.6,1,1,No claim
3,1,1,7,2,0,1,0,10,0,1,1,0,0.5,1.7,3.826,0.4763,2.3719,1.0,0.7,0.8,1,0,No claim
1,0,0,3,4,1,0,1,1,0,0,1,1,0.3,1.2,3.872,0.4462,1.5404,3.4641,0.2,0.8,1,1,No claim
2,1,4,1,0,1,6,10,13,1,1,0,1,0.9,1.2,3.177,0.6065,3.0434,3.1623,0.1,0.5,0,0,No claim
3,0,2,-1,7,1,0,3,6,0,0,0,0,0.6,0.9,0.57,0.7263,2.694,2.8284,0.8,0.5,1,0,No claim
4,1,2,1,7,1,5,8,10,1,0,1,1,0.1,1.0,2.437,1.2153,1.9718,3.0,0.3,0.8,0,1,No claim
1,1,4,8,5,1,7,6,8,1,1,0,0,0.2,0.7,0.7,0.5315,1.8581,3.4641,0.8,0.8,1,1,No claim
3,1,6,9,5,0,6,5,5,1,1,1,1,0.7,1.5,3.496,0.4107,2.2987,1.0,0.7,0.0,0,1,No claim
1,1,5,10,0,1,1,10,10,0,0,0,0,0.6,1.6,2.76,1.1016,1.2484,1.7321,0.5,0.7,1,1,No claim
3,0,3,6,9,0,7,3,6,1,0,0,1,0.3,1.6,1.096,0.5148,1.7379,0.0,0.2,0.2,0,0,No claim
4,0,4,4,9,0,5,6,9,0,0,0,0,0.8,0.5,3.503,1.1986,3.1738,1.7321,0.8,0.3,0,0,No claim
4,1,1,8,9,1,1,8,8,0,0,1,1,0.5,0.4,2.759,1.1204,2.0258,3.3166,0.4,0.2,1,0,No claim
2,0,6,9,1,1,3,7,6,0,0,0,1,0.8,1.8,3.284,0.5725,2.132,3.6056,0.1,0.9,0,0,No claim
1,0,4,1,1,1,7,2,1,1,0,0,1,0.5,0.3,2.565,1.1196,1.1176,0.0,0.8,0.2,1,0,No claim
3,0,1,2,1,1,1,8,13,0,1,1,0,0.3,0.1,3.438,0.4439,3.491,2.8284,0.8,0.7,0,0,No claim
2,1,2,3,9,0,7,8,3,1,0,1,1,0.3,0.1,2.477,1.1556,1.3304,2.6458,0.1,0.2,0,0,No claim
3,0,1,8,9,0,7,1,9,1,0,1,1,0.8,1.0,3.407,0.9873,1.9645,2.6458,0.3,0.1,0,1,Claim
2,1,5,8,0,1,6,10,6,0,1,1,0,0.3,0.8,1.473,0.9196,2.6598,2.0,0.4,0.2,1,1,No claim
4,1,3,2,0,0,3,1,3,1,1,1,0,0.8,0.8,0.397,0.7179,0.9416,2.2361,0.1,0.4,0,1,No claim
4,1,-1,8,8,1,4,8,5,1,0,1,1,0.4,0.7,0.511,0.5873,3.1893,3.0,0.5,0.7,1,0,No claim
4,0,0,1,9,1,1,5,7,0,1,0,0,0.4,0.1,0.825,0.387,1.6838,2.0,0.2,0.3,1,0,No claim
2,1,2,9,5,1,3,3,3,0,0,0,1,0.8,1.2,2.348,0.2824,3.0652,2.6458,0.5,0.4,0,0,Claim
2,1,4,6,5,0,7,8,3,1,0,0,1,0.7,0.9,0.059,0.2087,0.66,3.0,0.7,0.2,0,1,No claim
1,0,5,3,2,0,2,9,4,1,0,1,0,0.6,0.0,1.173,1.2826,2.7064,3.6056,0.4,0.8,0,0,No claim
2,1,5,2,7,1,2,2,10,1,1,1,1,0.3,1.7,2.235,1.2996,1.9289,2.2361,0.2,0.9,1,1,Claim
2,0,6,1,2,0,5,6,6,0,1,1,1,0.6,0.5,1.957,0.4729,2.1547,3.4641,0.7,0.7,0,1,No claim
4,0,1,2,5,0,4,3,2,0,1,0,0,0.5,0.3,2.868,0.6871,3.2264,1.4142,0.1,0.1,1,0,No claim
1,1,3,9,8,0,4,2,13,0,0,1,1,0.5,1.1,2.87,0.6199,0.7148,3.6056,0.7,0.3,0,0,No claim
3,1,2,-1,6,1,3,10,10,1,1,0,1,0.7,1.6,0.815,0.7685,3.4248,2.0,0.2,0.4,1,1,No claim
3,1,3,8,7,1,6,2,6,1,0,1,1,0.1,1.1,0.291,1.0165,3.2474,2.0,0.6,0.1,0,0,Claim
3,1,5,7,0,0,2,3,4,1,0,0,0,0.4,0.5,1.446,0.8834,1.6597,3.4641,0.1,0.1,1,1,No claim
2,1,2,11,2,0,5,5,4,1,0,0,1,0.5,1.4,3.439,0.4303,0.613,2.6458,0.1,0.2,1,1,No claim
4,0,5,11,3,1,3,4,0,0,1,1,0,0.2,0.5,2.956,0.6353,1.6252,3.1623,0.5,0.8,1,0,No claim
2,1,1,3,5,1,0,2,0,1,1,0,1,0.0,1.6,2.815,0.7285,0.5639,3.4641,0.5,0.4,0,1,No claim
2,0,0,10,7,1,0,0,11,1,0,1,0,0.2,0.8,0.715,0.2426,3.0002,2.6458,0.9,0.1,1,0,No claim
4,1,6,3,9,0,7,11,13,0,0,1,1,0.3,1.8,2.628,1.2715,1.4655,0.0,0.4,0.0,0,0,No claim
-1,0,6,1,1,-1,4,0,8,1,1,1,1,0.4,1.4,2.733,0.6672,2.4853,2.0,0.2,0.6,0,0,Claim
-1,1,1,11,9,0,2,4,13,1,1,0,0,0.8,0.6,1.644,0.6451,1.6165,2.0,0.9,0.7,1,1,No claim
4,1,3,10,2,0,3,11,5,0,1,0,1,0.4,1.3,3.666,1.1572,2.3457,1.7321,0.8,0.4,0,1,No claim
3,1,4,0,2,1,2,0,3,0,1,1,0,0.3,0.0,0.612,0.8518,2.4723,2.4495,0.1,0.6,0,1,No claim
3,0,4,2,6,1,2,8,3,0,1,0,1,0.3,0.7,0.892,0.9842,2.3545,2.2361,0.2,0.3,1,1,Claim
3,0,6,9,9,1,6,5,13,0,0,1,0,0.0,0.2,0.933,1.1067,0.53,2.8284,0.8,0.2,0,1,No claim
2,1,6,11,9,0,6,2,5,0,1,1,1,0.2,1.6,2.555,0.2986,1.3669,0.0,0.7,0.4,0,0,No claim
3,0,0,6,5,0,2,1,9,0,0,1,1,0.7,1.0,2.21,0.721,2.3954,1.0,0.1,0.8,1,0,No claim
2,0,4,7,8,0,4,11,1,0,0,0,0,0.3,0.5,2.978,0.7424,1.5735,3.1623,0.2,0.3,0,0,No claim
2,0,2,10,2,-1,3,10,1,0,1,0,1,0.4,1.7,1.633,0.992,0.5605,2.2361,0.6,0.3,0,1,No claim
1,1,2,11,0,0,6,3,1,1,1,1,1,0.3,0.8,1.701,0.5891,2.8803,2.6458,0.2,0.5,0,1,No claim
4,0,1,1,9,0,2,4,0,0,1,1,1,0.1,1.5,1.589,0.633,1.8189,3.6056,0.2,0.6,1,0,No claim
1,0,4,10,7,1,4,5,10,1,0,0,1,0.6,0.4,1.661,0.8841,2.5206,1.4142,0.5,0.3,1,1,Claim
4,0,6,8,3,1,1,2,12,1,0,1,1,0.5,0.8,0.597,1.1284,1.519,1.0,0.1,0.6,1,0,No claim
4,1,5,3,9,0,2,4,13,1,1,0,0,0.5,1.6,2.501,1.1783,2.7691,3.3166,0.2,0.2,0,0,No claim
3,0,4,10,8,0,3,7,13,1,0,1,0,0.1,1.4,3.622,0.7539,2.5226,3.6056,0.4,0.2,0,1,No claim
2,1,2,11,9,0,5,4,0,0,1,1,0,0.4,1.4,1.768,0.8921,2.261,2.0,0.1,0.6,0,0,No claim
3,0,0,5,3,1,5,3,10,0,0,1,1,0.9,1.4,1.891,0.4226,0.7493,2.4495,0.8,0.1,0,0,No claim
3,0,6,8,6,0,6,0,10,0,0,0,0,0.4,1.5,2.433,0.219,3.2578,0.0,0.5,0.9,1,0,No claim
3,0,2,9,0,1,0,1,2,1,0,1,0,0.8,0.1,3.791,0.3159,0.8875,3.1623,0.4,0.8,1,1,No claim
3,0,3,1,1,-1,2,5,1,0,0,1,1,0.9,1.3,3.814,0.5443,2.6513,2.2361,0.7,0.3,0,0,No claim
3,1,2,8,6,0,0,1,13,1,1,0,0,0.1,0.1,2.83,0.6589,3.1925,3.1623,0.2,0.4,1,1,No claim
4,1,6,-1,4,0,0,4,12,0,1,1,0,0.8,0.9,1.758,0.9121,2.2808,1.4142,0.0,0.2,0,0,Claim
3,0,2,0,9,0,1,6,4,0,0,1,0,0.6,0.9,0.883,0.7211,2.3591,2.6458,0.8,0.1,0,1,No claim
2,1,4,10,3,1,4,10,1,0,1,1,0,0.1,1.4,0.68,1.2102,1.5686,1.0,0.5,0.7,0,0,No claim
3,0,4,2,0,1,7,1,4,1,0,0,0,0.7,1.7,0.032,0.3549,2.4465,1.7321,0.9,0.1,0,1,Claim
1,0,3,5,8,0,6,5,0,1,0,0,1,0.4,0.3,1.462,0.2967,2.0259,1.0,0.6,0.2,0,1,No claim
3,1,-1,2,1,-1,1,5,0,1,0,1,1,0.6,1.1,0.589,1.0546,1.2414,3.0,0.6,0.7,1,1,No claim
1,0,2,4,1,1,6,9,13,0,1,0,1,0.3,1.3,3.243,0.6784,0.6086,1.0,0.3,0.5,0,1,No claim
2,1,1,9,4,1,7,5,11,1,0,1,0,0.9,0.4,1.208,0.4663,2.4822,3.6056,0.2,0.5,0,0,Claim
4,1,1,9,7,0,0,11,12,1,1,1,1,0.7,0.1,3.436,0.452,0.9758,2.6458,0.4,0.9,0,1,No claim
3,0,-1,9,6,0,3,1,13,0,0,0,1,0.5,0.4,0.064,1.1793,1.6873,2.8284,0.4,0.2,1,0,No claim
4,1,4,6,8,0,6,0,0,0,1,0,1,0.6,0.6,0.416,0.8255,0.5293,3.3166,0.4,0.5,0,0,No claim
3,1,3,0,0,0,3,0,10,0,0,0,1,0.8,0.8,3.142,1.0482,2.7542,2.0,0.4,0.0,0,1,Claim
1,1,5,10,9,1,6,4,11,0,0,0,0,0.3,0.2,2.547,0.7993,0.8702,0.0,0.9,0.8,1,1,No claim
3,0,5,11,1,1,0,2,5,1,0,0,0,0.8,1.2,2.693,0.7906,3.4283,0.0,0.8,0.8,0,1,No claim
4,0,-1,10,0,0,2,11,13,0,1,0,0,0.1,0.2,2.007,0.7515,1.4207,2.4495,0.7,0.5,1,0,No claim
2,1,6,6,3,0,1,9,0,1,1,1,0,0.6,0.9,2.906,1.0631,1.6185,2.6458,0.2,0.8,0,0,Claim
3,0,0,8,1,0,3,0,8,0,0,0,1,0.7,1.6,2.521,1.0172,0.6811,0.0,0.6,0.6,1,1,No claim
3,0,3,10,4,1,4,10,11,0,1,1,1,0.6,1.5,0.007,0.913,1.6536,3.0,0.5,0.3,1,1,No claim
